qid,label,text_a,text_cut,pred
333,0,儿子1岁半了，之前给他买过劈里啪啦书，非常不错，儿子喜欢。我也受益于当当网忠实的用户。这次看到这套书大家都说好，也买给儿子，可是儿子不喜欢，说“不好看”。原因有几个：1.画面简单，有的基本上是空白页上一行文字。2.画的也一般3.故事情节比较单一。4.纸质较薄。5.个人认为，这套书更适合1岁或者更小的宝宝读。当然也有许多优点，12本书每本一个故事，日常生活故事，可以让宝宝养成好习惯。而且对于小宝宝上面的这些缺点就是优点了。拿到书后就有些后悔给儿子买了，想转让出去呢。,儿子 1 岁 半 了 ， 之前 给 他 买 过 劈里啪啦 书 ， 非常 不错 ， 儿子 喜欢 。 我 也 受益 于 当当网 忠实 的 用户 。 这次 看到 这 套书 大家 都 说好 ， 也 买 给 儿子 ， 可是 儿子 不 喜欢 ， 说 “ 不 好看 ” 。 原因 有 几个 ： 1 . 画面 简单 ， 有 的 基本上 是 空白页 上 一行 文字 。 2 . 画 的 也 一般 3 . 故事情节 比较 单一 。 4 . 纸质 较 薄 。 5 . 个人 认为 ， 这 套书 更 适合 1 岁 或者 更 小 的 宝宝 读 。 当然 也 有 许多 优点 ， 12 本书 每本 一个 故事 ， 日常生活 故事 ， 可以 让 宝宝 养成 好 习惯 。 而且 对于 小宝宝 上面 的 这些 缺点 就是 优点 了 。 拿到 书后 就 有些 后悔 给 儿子 买 了 ， 想 转让 出去 呢 。,1
337,0,这个百花出版社的版本就不像正版小说，错字别字也不少，看着都不通顺，真是郁闷！不知道原版小说是哪个，去哪里可以买到呢,这个 百花 出版社 的 版本 就 不 像 正版 小说 ， 错字 别字 也 不少 ， 看着 都 不 通顺 ， 真是 郁闷 ！ 不 知道 原版 小说 是 哪个 ， 去 哪里 可以 买到 呢,1
339,0,经济类酒店，所以价格适中。酒店设施服务就一般了。虽然在亚龙湾，但是交通十分不方便，下次还不如住在市区。,经济 类 酒店 ， 所以 价格 适中 。 酒店设施 服务 就 一般 了 。 虽然 在 亚龙湾 ， 但是 交通 十分 不 方便 ， 下次 还 不如 住 在 市区 。,1
340,0,求医不如求己1——3 都是好书，如坚持看，并坚持做。我想效果一定很好。我建议大家，都能买，通过当当买，其他的途径比较贵。,求医 不如 求己 1 — — 3   都 是 好书 ， 如 坚持 看 ， 并 坚持 做 。 我 想 效果 一定 很 好 。 我 建议 大家 ， 都 能 买 ， 通过 当当 买 ， 其他 的 途径 比较 贵 。,1
345,0,"之前看到过铺天盖地的赞扬,自己就将信半疑的去买了，打开看,从引子就看市喜欢上它了，还有拉拉,小人物式的描写很贴近我们平常的工作和生活状态,书中的一些章节不仅具有参考意义更有学习意义!","之前 看到 过 铺天盖地 的 赞扬 , 自己 就 将 信半疑 的 去 买 了 ， 打开 看 , 从 引子 就 看市 喜欢 上 它 了 ， 还有 拉拉 , 小人物 式 的 描写 很 贴近 我们 平常 的 工作 和 生活 状态 , 书中 的 一些 章节 不仅 具有 参考 意义 更 有 学习 意义 !",1
351,1,质量很好，散热很好，3-4小时，温热。vista系统不用重新装，参考联想中的提问解答，可以屏蔽掉很多功能，提高速度，最终效果和xp开机速度差不多，2g标配+1g赠送的内存，也够用了。注意在关闭启动项的时候，侦测震动的那个功能不要关，那个是保护硬盘的。卖咖啡不要装，office试用版不要装。硬盘用第三方软件分，否则只能释放出89g。原装鼠标相当好，就是小了点。,质量 很 好 ， 散热 很 好 ， 3 - 4 小时 ， 温热 。 vista 系统 不用 重新 装 ， 参考 联想 中 的 提问 解答 ， 可以 屏蔽掉 很多 功能 ， 提高 速度 ， 最终 效果 和 xp 开机 速度 差不多 ， 2g 标配 + 1g 赠送 的 内存 ， 也 够用 了 。 注意 在 关闭 启动项 的 时候 ， 侦测 震动 的 那个 功能 不要 关 ， 那个 是 保护 硬盘 的 。 卖 咖啡 不要 装 ， office 试用版 不要 装 。 硬盘 用 第三方 软件 分 ， 否则 只能 释放 出 89g 。 原装 鼠标 相当 好 ， 就是 小 了 点 。,0
357,0,发热量大的问题没有解决，这是联想的老问题了，THINKPAD系列就没有这个问题，国产品牌还是要在细节上做的更好才有竞争力啊,发热量 大 的 问题 没有 解决 ， 这是 联想 的 老 问题 了 ， THINKPAD 系列 就 没有 这个 问题 ， 国产品牌 还是 要 在 细节 上 做 的 更好 才 有 竞争力 啊,1
360,0,被安排在电梯附近。极其吵！象住在飞机场。 补充点评 2008年6月19日 ： 早餐不错。 如果用携程的预定，不能用“优悦”卡积分。,被 安排 在 电梯 附近 。 极其 吵 ！ 象住 在 飞机场 。   补充 点评   2008 年 6 月 19 日   ：   早餐 不错 。   如果 用 携程 的 预定 ， 不能 用 “ 优悦 ” 卡 积分 。,1
362,1,买这款就是因为觉得这台的外观好看，在市场上逛了好久了，要不就是没有这款，要不就是价格不合理，在京东上下单后，两天就到货了，东西也很好,买 这款 就是 因为 觉得 这台 的 外观 好看 ， 在 市场 上 逛 了 好久 了 ， 要 不 就是 没有 这 款 ， 要 不 就是 价格 不合理 ， 在 京东 上下 单后 ， 两天 就 到货 了 ， 东西 也 很 好,0
365,0,很简单，比较适合1岁内宝宝，纸也不厚，建议这种简单的可以做小一点，方便宝宝拿取。,很 简单 ， 比较 适合 1 岁 内 宝宝 ， 纸 也 不厚 ， 建议 这种 简单 的 可以 做 小 一点 ， 方便 宝宝 拿 取 。,1
366,1,标准间面积大，但房间陈旧，有些味道。早餐人多时很混乱。,标准间 面积 大 ， 但 房间 陈旧 ， 有些 味道 。 早餐 人多时 很 混乱 。,0
368,1,酒店很好可以免费打长途，随便打都不要钱，这点比较吸引人,酒店 很 好 可以 免费打 长途 ， 随便 打 都 不要 钱 ， 这点 比较 吸引 人,0
375,1,"该酒店作为四星级算是中规中矩,服务态度和设施还说的过去.大堂的西式小点心不错,物美价廉.不满意的地方:一.居然没有停车场,只能停路边还要收费,感觉很不贴心,自驾的朋友要有心理准备.二.九江好象没有五星级酒店,第一感觉该酒店是四星的应该会比较醒目吧,如果有人这么想就完全错了,我们自驾车两次经过门口竟然没看到,不论是楼还是大堂实在是太不入流了.","该 酒店 作为 四星级 算是 中规中矩 , 服务态度 和 设施 还 说 的 过去 . 大堂 的 西式 小点心 不错 , 物美价廉 . 不 满意 的 地方 : 一 . 居然 没有 停车场 , 只能 停 路边 还要 收费 , 感觉 很 不 贴心 , 自驾 的 朋友 要 有 心理准备 . 二 . 九江 好象 没有 五星级 酒店 , 第一 感觉 该 酒店 是 四星 的 应该 会 比较 醒目 吧 , 如果 有人 这么 想 就 完全 错 了 , 我们 自驾车 两次 经过 门口 竟然 没 看到 , 不论是 楼 还是 大堂 实在 是 太 不入流 了 .",0
377,0,呵呵，看完这本书，不得不后悔，不是为了书钱，而是为了时间，说实话，除了书有几页缺角以外，我觉得这本书本身也没有什么值得一读的地方，如果谁想看的话，我可以介绍一下，简单的说，就是金钱崇拜主义。“爱情不重要，但是钱特别重要…………放弃你年轻时烂漫的想法，放弃你的幼稚……”呵呵，有些观点真是很不赞同，其中说既然你三十岁时就会很现实，那为什么不在二十几岁的时候就也很现实，天啊，那我要说，人在不同的年龄当然有不同想法，总不能要一个二十岁的人就和六十岁的人有一样的观点吧……而作者大概就是这个意思……,呵呵 ， 看 完 这 本书 ， 不得不 后悔 ， 不是 为了 书钱 ， 而是 为了 时间 ， 说实话 ， 除了 书有 几页 缺角 以外 ， 我 觉得 这 本书 本身 也 没有 什么 值得 一读 的 地方 ， 如果 谁 想 看 的话 ， 我 可以 介绍 一下 ， 简单 的 说 ， 就是 金钱 崇拜 主义 。 “ 爱情 不 重要 ， 但是 钱 特别 重要 … … … … 放弃 你 年轻 时 烂漫 的 想法 ， 放弃 你 的 幼稚 … … ” 呵呵 ， 有些 观点 真是 很 不 赞同 ， 其中 说 既然 你 三十岁 时 就 会 很 现实 ， 那 为什么 不 在 二十几岁 的 时候 就 也 很 现实 ， 天 啊 ， 那 我 要说 ， 人 在 不同 的 年龄 当然 有 不同 想法 ， 总 不能 要 一个二十岁 的 人 就 和 六十岁 的 人 有 一样 的 观点 吧 … … 而 作者 大概 就是 这个 意思 … …,1
393,1,房间比较干净，卫生间太小，转身都费劲。地理位置一半，因在胡同里，不容易找到。服务一般。,房间 比较 干净 ， 卫生间 太小 ， 转身 都 费劲 。 地理位置 一半 ， 因在 胡同 里 ， 不 容易 找到 。 服务 一般 。,0
396,1,另外，书中描写的狼人身材都异常高大，书里的雅各布比山姆和爱德华还要高大。但是第1部电影里演雅各布的演员好象只比贝拉高一点点，比爱德华矮半个头，有点失望，不知道第2部中导演将会怎样来展现巨狼的英姿，期待.......,另外 ， 书中 描写 的 狼 人 身材 都 异常 高大 ， 书里 的 雅各布 比 山姆 和 爱德华 还要 高大 。 但是 第 1 部 电影 里演 雅各布 的 演员 好象 只 比 贝拉 高 一点点 ， 比 爱德华 矮 半个 头 ， 有点 失望 ， 不 知道 第 2 部中 导演 将会 怎样 来 展现 巨狼 的 英姿 ， 期待 .......,0
400,1,1，外接光驱，开机直接按F11进光盘启动xp安装，半小时完成，换附带xp驱动光盘安装，搞定，360修漏洞。超级轻，方便携带。啥时搞特价给lp也抢一台,1 ， 外接 光驱 ， 开机 直接 按 F11 进 光盘启动 xp 安装 ， 半小时 完成 ， 换 附带 xp 驱动 光盘 安装 ， 搞定 ， 360 修 漏洞 。 超级 轻 ， 方便 携带 。 啥 时 搞 特价 给 lp 也 抢 一台,0
402,1,"对于四年级的儿子来说,读起来有点艰涩.因为每一篇,前面的铺垫都很长,而且是译本,有些读起来就有点费劲,所以我估计他会没什么兴趣.但没想到,非常喜欢看,晚上睡觉前,总要看上一会.看完以后还和我说,这个作者的文章都很有深度,写作手法也蛮特别,基本上要看到最后才能知道,发生了什么,还说以后要学学这种写法.听到他这么有想法的话,我又赶紧在当当上给他买了些书.呵呵","对于 四年级 的 儿子 来说 , 读 起来 有点 艰涩 . 因为 每 一篇 , 前面 的 铺垫 都 很长 , 而且 是 译本 , 有些 读 起来 就 有点 费劲 , 所以 我 估计 他会 没什么 兴趣 . 但 没想到 , 非常 喜欢 看 , 晚上 睡觉 前 , 总要 看 上 一会 . 看 完 以后 还 和 我 说 , 这个 作者 的 文章 都 很 有 深度 , 写作 手法 也 蛮 特别 , 基本上 要 看到 最后 才能 知道 , 发生 了 什么 , 还 说 以后 要 学学 这种 写法 . 听到 他 这么 有 想法 的话 , 我 又 赶紧 在 当当 上 给 他 买 了 些 书 . 呵呵",0
404,0,书的内容比较刻板，看的会觉得无聊适用方面应该还是可以吧， 呵呵，本人是没看完，只看了前面几篇,书 的 内容 比较 刻板 ， 看 的 会 觉得 无聊 适用 方面 应该 还是 可以 吧 ，   呵呵 ， 本人 是 没 看 完 ， 只 看 了 前面 几篇,1
421,0,买了此套书后，女儿非常喜欢，我本人也比较喜欢，经常陪着孩子一起阅读，精美的图画和生动的语言让孩子对阅读有了极大地兴趣，推荐大家都来给孩子买这套书。,买 了 此 套书 后 ， 女儿 非常 喜欢 ， 我 本人 也 比较 喜欢 ， 经常 陪 着 孩子 一起 阅读 ， 精美 的 图画 和 生动 的 语言 让 孩子 对 阅读 有 了 极大 地 兴趣 ， 推荐 大家 都 来 给 孩子 买 这 套书 。,1
429,0,书的质量很好，纸张很厚实，画面很漂亮，图画很大，但都很幼稚，不适合三年级的孩子看，（我女儿就读三年级），我女儿说不喜欢，特别是一本英语单词的书，纯粹就是单词荟萃。,书 的 质量 很 好 ， 纸张 很 厚实 ， 画面 很漂亮 ， 图画 很大 ， 但 都 很 幼稚 ， 不 适合 三年级 的 孩子 看 ， （ 我 女儿 就读 三年级 ） ， 我 女儿 说 不 喜欢 ， 特别 是 一本 英语单词 的 书 ， 纯粹 就是 单词 荟萃 。,1
437,1,第一天晚上八点下单，第二天下午3点多货物送到。xp驱动装F8vr系列的就行，官网上就有下载，我用的深度的xp系统，装上去比较顺利,第一天 晚上 八点 下单 ， 第二天 下午 3 点多 货物 送到 。 xp 驱动 装 F8vr 系列 的 就 行 ， 官 网上 就 有 下载 ， 我用 的 深度 的 xp 系统 ， 装上去 比较顺利,0
452,0,有一点儿重，但还可以接受。 速度没有想象的快，不知道是因为配置上的问题，还是因为Vista系统的缘故。准备加一个内存条再看看。,有 一点儿 重 ， 但 还 可以 接受 。   速度 没有 想象 的 快 ， 不 知道 是因为 配置 上 的 问题 ， 还是 因为 Vista 系统 的 缘故 。 准备 加 一个 内存条 再 看看 。,1
456,1,"外观可以，系统真难装,LINUX 系统根本不能装 GHOST 版本的XP 装了一晚上也没装好 而且刚买就降100","外观 可以 ， 系统 真难装 , LINUX   系统 根本 不能 装   GHOST   版本 的 XP   装 了 一 晚上 也 没装 好   而且 刚买 就 降 100",0
467,1,4499刚定的，当天下午就升了200，用起来很舒服，暂时还没有其他缺点。,4499 刚定 的 ， 当天 下午 就 升 了 200 ， 用 起来 很 舒服 ， 暂时 还 没有 其他 缺点 。,0
471,1,开无线能用5-6小时左右，八小时怎么来的？ 2799-50，当时价格比NG贵，但NG没货。,开 无线 能用 5 - 6 小时 左右 ， 八小时 怎么 来 的 ？   2799 - 50 ， 当时 价格比 NG 贵 ， 但 NG 没货 。,0
477,0,悬浮键盘~！ 真不知道设计师怎么想的 按键的下半部分 识别率很低 ~按10次 识别5次就不错了 而且 悬浮键盘 容易积灰！还有就是很厚 做工不细,悬浮 键盘 ~ ！   真不知道 设计师 怎么 想 的   按键 的 下 半 部分   识别率 很 低   ~ 按 10 次   识别 5 次 就 不错 了   而且   悬浮 键盘   容易 积灰 ！ 还有 就是 很 厚   做工 不细,1
480,0,预装要是xp就完美了。屏幕感觉不算是很完美，就是总感觉有点泛白。比如说我现在打字吧，是黑色，但是那个电脑总感觉不是那么的黑，色彩不是那么的好，但是人要是躺下来，电脑保持刚才的状态，倒是发现效果不错。,预装 要是 xp 就 完美 了 。 屏幕 感觉 不算 是 很 完美 ， 就是 总 感觉 有点 泛白 。 比如说 我 现在 打字 吧 ， 是 黑色 ， 但是 那个 电脑 总 感觉 不是 那么 的 黑 ， 色彩 不是 那么 的 好 ， 但是 人 要是 躺下来 ， 电脑 保持 刚才 的 状态 ， 倒 是 发现 效果 不错 。,1
487,0,粗看的时候觉得很多方面说的不错，但是仔细做下来，就觉得一些东东也是作者东拼西凑过来，扣来就很少翻了。,粗看 的 时候 觉得 很多 方面 说 的 不错 ， 但是 仔细 做 下来 ， 就 觉得 一些 东东 也 是 作者 东拼西凑 过来 ， 扣来 就 很少 翻 了 。,1
502,1,7月23日-26日住了三晚，338的大床房，床是2米*2米的，超爽，其它房间内设施一般，稍微陈旧了一点，不过影响不大，跟破旧还差得远！整体感觉这个价位还基本可以，不过要是跟酒店四星的牌子比，最多也就是三星标准而已！ 有一个问题请酒店方注意，不知道我这个是个案还是普遍现象——房间里的电话竟然不能用，连市话都要收费，而且还要交押金后才开通，这点来讲是我在酒店里头一次遇见，确实有点夸张。既然开通，干脆把电话撤了算了，免得看着碍眼。 宾馆反馈 2008年8月11日 ： 感谢您选择入住我们宾馆及为我们提出的宝贵意见。对您提出的意见我们也将及时做出整改。我们已向领导反映领导也及时做出批示，以后入住商务房型的客人市内电话一律免费。希望您下次还能选择入住我们宾馆，再给我们提出更多宝贵的意见，只有这样我们宾馆才会不断提升。最后，再次感谢您！,7 月 23 日 - 26 日住 了 三晚 ， 338 的 大床 房 ， 床 是 2 米 * 2 米 的 ， 超爽 ， 其它 房间内 设施 一般 ， 稍微 陈旧 了 一点 ， 不过 影响 不 大 ， 跟 破旧 还 差得远 ！ 整体 感觉 这个 价位 还 基本 可以 ， 不过 要是 跟 酒店 四星 的 牌子 比 ， 最多 也 就是 三星 标准 而已 ！   有 一个 问题 请 酒店 方 注意 ， 不 知道 我 这个 是 个案 还是 普遍现象 — — 房间 里 的 电话 竟然 不能 用 ， 连 市话 都 要 收费 ， 而且 还要 交 押金 后 才 开通 ， 这点 来讲 是 我 在 酒店 里头 一次 遇见 ， 确实 有点 夸张 。 既然 开通 ， 干脆 把 电话 撤 了 算了 ， 免得 看着 碍眼 。   宾馆 反馈   2008 年 8 月 11 日   ：   感谢您 选择 入住 我们 宾馆 及 为 我们 提出 的 宝贵意见 。 对 您 提出 的 意见 我们 也 将 及时 做出 整改 。 我们 已 向 领导 反映 领导 也 及时 做出 批示 ， 以后 入住 商务 房型 的 客人 市内电话 一律 免费 。 希望 您 下次 还 能 选择 入住 我们 宾馆 ， 再 给 我们 提出 更 多 宝贵 的 意见 ， 只有 这样 我们 宾馆 才 会 不断 提升 。 最后 ， 再次 感谢您 ！,0
514,0,原本以为是写一些关于心里问题的解答，谁知道只是关于感情的故事。真的有种被骗的感觉，被作者蒙骗了。,原本 以为 是 写 一些 关于 心里 问题 的 解答 ， 谁 知道 只是 关于 感情 的 故事 。 真的 有种 被 骗 的 感觉 ， 被 作者 蒙骗 了 。,1
521,1,商务机应有的稳定，声音较轻（具体有待日后使用中检验） 联想的售后服务非常好，电话客服非常耐心周到。,商务 机 应有 的 稳定 ， 声音 较 轻 （ 具体 有待 日后 使用 中 检验 ）   联想 的 售后服务 非常 好 ， 电话 客服 非常 耐心 周到 。,0
528,0,"房间还比较干净,交通方便,离外滩很近.但外面声音太大,休息不好","房间 还 比较 干净 , 交通 方便 , 离 外滩 很近 . 但 外面 声音 太 大 , 休息 不好",1
542,1,便宜，便宜没好货。唉 蕊片太次了，不散热，开机不到几分钟，就有吵音 只有3个USB,便宜 ， 便宜 没好 货 。 唉   蕊 片太次 了 ， 不 散热 ， 开机 不到 几分钟 ， 就 有 吵音   只有 3 个 USB,0
555,1,做工什么的还可以 本人自己有USB光驱，装系统挺方便，自带XP驱动光盘,做工 什么 的 还 可以   本人 自己 有 USB 光驱 ， 装 系统 挺 方便 ， 自带 XP 驱动 光盘,0
559,1,加了一条内存，用起来没问题，装了xp系统，装了pro/e话三维图，很好很强大,加 了 一条 内存 ， 用 起来 没 问题 ， 装 了 xp 系统 ， 装 了 pro / e 话 三维图 ， 很 好 很 强大,0
566,0,不论是作为小说，还是职场教科书，写的很精彩；不论是任职外企、国企，还是公务员，都值得学习、参考；男人也可以读读，定有收获,不论是 作为 小说 ， 还是 职场 教科书 ， 写 的 很 精彩 ； 不论是 任职 外企 、 国企 ， 还是 公务员 ， 都 值得 学习 、 参考 ； 男人 也 可以 读读 ， 定 有 收获,1
580,0,"硬件设施太旧,和房价不相符,价格还是贵了 补充点评 2008年7月29日 ： 大床房的床太小,两人睡感觉不舒服","硬件 设施 太旧 , 和 房价 不 相符 , 价格 还是 贵 了   补充 点评   2008 年 7 月 29 日   ：   大床 房 的 床 太小 , 两人 睡 感觉 不 舒服",1
584,1,这两天又看了几十页，结果很多语言开始令人蒙查查了，不知原版怎样表述的，但翻译的确实很蹩脚，比如精子，非要翻译成精虫。在网上查原著，却查不到，先只好看此版了。等看完再做进一步评论。,这 两天 又 看 了 几十页 ， 结果 很多 语言 开始 令人 蒙 查查 了 ， 不知 原版 怎样 表述 的 ， 但 翻译 的 确实 很 蹩脚 ， 比如 精子 ， 非 要 翻译成 精虫 。 在 网上 查 原著 ， 却 查不到 ， 先 只好 看此 版 了 。 等 看 完 再 做 进一步 评论 。,0
588,1,暂时没有问题。分区最好用diskgen分了，再重新建立MBR.直接删除分区会出现grub的提示。这个linux真的不好呀......,暂时 没有 问题 。 分区 最好 用 diskgen 分 了 ， 再 重新 建立 MBR . 直接 删除 分区 会 出现 grub 的 提示 。 这个 linux 真的 不好 呀 ......,0
596,0,就是装XP系统麻烦了些，不过还好DELL的售后服务相当不错，一一耐心解答。,就是 装 XP 系统 麻烦 了 些 ， 不过 还好 DELL 的 售后服务 相当 不错 ， 一一 耐心 解答 。,1
600,1,"去之前在携城上预定的是豪华行政单间，打完折是380元， 到了那里接机服务还算不错，蛮准时的。司机也应我要求先把我送到另外一个我要去的地方，而不是直接去酒店check in。他们同时也帮我做了房间预留。办完事16：00点我进的酒店。进了房间以后发现房间很小根本没有网上说的25cm2, 大家可以看我贴上去的照片，床是一面贴着墙的。因为这与我预定的信息不符, 于是打电话去前台询问，前台竟然说我定的是三星标准的豪华行政单间，现在给我的是五星标准的单人间，还讽刺地说“如果你对面积有一味的追求可以帮你换回来。”态度很不客气。就算你房价是一样的，在给客人换房之前至少也应该打个招呼吧，这是最起码的尊重。何况他们所谓的五星根本不符合五星标准。房间小就不说了，洗浴品只有洗发水，没有浴袍，茶水篮里仅有一包绿茶。卫星频道大概5个吧。 如果大家要去连云港，我建议大家住明珠万豪，虽然离市区稍微远一点，但是服务和环境设施要好的多。服务员也很亲切，符合他们对外挂牌的准五星水平。虽然加上明珠香榭（没住过），3家明珠同属一个老板。但感觉真的差很多。","去 之前 在 携城 上 预定 的 是 豪华 行政 单间 ， 打 完折 是 380 元 ，   到 了 那里 接机 服务 还 算 不错 ， 蛮 准时 的 。 司机 也 应 我 要求 先 把 我 送到 另外 一个 我要 去 的 地方 ， 而 不是 直接 去 酒店 check   in 。 他们 同时 也 帮 我 做 了 房间 预留 。 办完 事 16 ： 00 点 我 进 的 酒店 。 进 了 房间 以后 发现 房间 很小 根本 没有 网上 说 的 25cm2 ,   大家 可以 看 我 贴上去 的 照片 ， 床 是 一面 贴着 墙 的 。 因为 这 与 我 预定 的 信息 不符 ,   于是 打电话 去 前台 询问 ， 前台 竟然 说 我定 的 是 三星 标准 的 豪华 行政 单间 ， 现在 给 我 的 是 五星 标准 的 单人间 ， 还 讽刺 地说 “ 如果 你 对 面积 有 一味 的 追求 可以 帮 你 换回来 。 ” 态度 很 不 客气 。 就算 你 房价 是 一样 的 ， 在 给 客人 换房 之前 至少 也 应该 打个招呼 吧 ， 这是 最起码 的 尊重 。 何况 他们 所谓 的 五星 根本 不 符合 五星 标准 。 房间 小 就 不 说 了 ， 洗浴 品 只有 洗发水 ， 没有 浴袍 ， 茶水 篮里 仅 有 一包 绿茶 。 卫星频道 大概 5 个 吧 。   如果 大家 要 去 连云港 ， 我 建议 大家 住 明珠 万豪 ， 虽然 离 市区 稍微 远 一点 ， 但是 服务 和 环境 设施 要 好 的 多 。 服务员 也 很 亲切 ， 符合 他们 对外 挂牌 的 准 五星 水平 。 虽然 加上 明珠 香榭 （ 没住 过 ） ， 3 家 明珠 同属 一个 老板 。 但 感觉 真的 差 很多 。",0
601,1,"从地段,星级,价格,环境和设施考虑,此酒店相当不错.如果没有其他因素,下次还会再住.为使贵酒店良性发展,特提醒几点:1.酒点总台服务小姐不够专业,没有职业笑容.2.房间(1117)水龙头和下水出问题,有人报修和管理吗?这牵涉到资源,成本,信誉和服务.3.空调整夜发出流水的噪声(分贝可能不小于50),可能会影响许多客人的休息.希望下次来住时得到改观.","从 地段 , 星级 , 价格 , 环境 和 设施 考虑 , 此 酒店 相当 不错 . 如果 没有 其他 因素 , 下次 还会 再 住 . 为 使贵 酒店 良性 发展 , 特 提醒 几点 : 1 . 酒点 总台 服务 小姐 不够 专业 , 没有 职业 笑容 . 2 . 房间 ( 1117 ) 水龙头 和 下水 出 问题 , 有人 报修 和 管理 吗 ? 这 牵涉到 资源 , 成本 , 信誉 和 服务 . 3 . 空调 整夜 发出 流水 的 噪声 ( 分贝 可能 不 小于 50 ) , 可能 会 影响 许多 客人 的 休息 . 希望 下次 来 住 时 得到 改观 .",0
606,1,已经去过一次了，这次也是从携程订的房间，但是好像跟前台沟通的不好，到了居然找不到我们的名字，奇怪,已经 去过 一次 了 ， 这次 也 是从 携程 订 的 房间 ， 但是 好像 跟前 台 沟通 的 不好 ， 到 了 居然 找 不到 我们 的 名字 ， 奇怪,0
616,1,房间太小了，而且我自己用格林豪泰的会员卡定的房间比携程定的房间好，他是五楼的最后一间房，好像是522吧，房间很大，而且床也超大的，比1米8的大多了，希望携程以后可以提供这样的房间,房间 太小 了 ， 而且 我 自己 用 格林豪 泰 的 会员卡 定 的 房间 比 携程 定 的 房间 好 ， 他 是 五楼 的 最后 一间 房 ， 好像 是 522 吧 ， 房间 很大 ， 而且 床 也 超大 的 ， 比 1 米 8 的 大多 了 ， 希望 携程 以后 可以 提供 这样 的 房间,0
622,0,当初就是因为儿子喜欢汽车，加上这本书好评如潮，所以才决定买的。可是买来一个月了，他只翻了一次，就再也不肯看了。我本来以为这套书算是白买了，可最近儿子突然迷上了它，每天都要看两三遍，中午睡觉前和晚上睡觉前，都要看上一小会儿，成了必修课了。当然最爱看的就是《轱辘轱辘转》，他已经不满足我的讲述了，自己一边看着一边用小手指指点点地，一边说着“撞车了”，“轮子破了”，?大嘴巴垃圾车?......等等，那小模样可认真了。这套书成了我们家的图书宝贝。上次只评了两颗星，没办法改了，只好在这里给它一个大大的五星吧！另外我个人建议一下：有小男孩的家庭，年龄在2岁以上，就可以买给孩子看了，尤其是喜欢汽车的男孩子，买它就对了。,当初 就是 因为 儿子 喜欢 汽车 ， 加上 这 本书 好评 如潮 ， 所以 才 决定 买 的 。 可是 买来 一个月 了 ， 他 只 翻 了 一次 ， 就 再也 不肯 看 了 。 我 本来 以为 这 套书 算是 白买 了 ， 可 最近 儿子 突然 迷上 了 它 ， 每天 都 要 看 两三遍 ， 中午 睡觉 前 和 晚上 睡觉 前 ， 都 要 看 上 一小 会儿 ， 成 了 必修课 了 。 当然 最 爱看 的 就是 《 轱辘 轱辘 转 》 ， 他 已经 不 满足 我 的 讲述 了 ， 自己 一边 看着 一边 用 小手 指指点点 地 ， 一边 说 着 “ 撞车 了 ” ， “ 轮子 破 了 ” ， ? 大嘴巴 垃圾车 ? ...... 等等 ， 那小 模样 可 认真 了 。 这 套书 成 了 我们 家 的 图书 宝贝 。 上次 只评 了 两颗 星 ， 没 办法 改了 ， 只好 在 这里 给 它 一个 大大的 五星 吧 ！ 另外 我 个人 建议 一下 ： 有 小男孩 的 家庭 ， 年龄 在 2 岁 以上 ， 就 可以 买 给 孩子 看 了 ， 尤其 是 喜欢 汽车 的 男孩子 ， 买 它 就 对 了 。,1
625,1,完美支持XP，不敢买HP和ACER就是怕不能装XP，这台终于没让我失望，BIOS里ACHI选择IDE就可以了，所有XP驱动在联想网站输入产品编号都能下载到，4999价格也比较合理，屏幕不错，散热一般，用一段时间，触摸板就发热了，外接鼠标如果需要禁用掉触摸板，需要先装个老版的，选择“当存在USB定点装置时禁用TOUCHPAD”，然后再装新版的才行，直接装新版，没有这个选项！,完美 支持 XP ， 不敢 买 HP 和 ACER 就是 怕 不能 装 XP ， 这台 终于 没 让 我 失望 ， BIOS 里 ACHI 选择 IDE 就 可以 了 ， 所有 XP 驱动 在 联想 网站 输入 产品编号 都 能 下载 到 ， 4999 价格 也 比较 合理 ， 屏幕 不错 ， 散热 一般 ， 用 一段时间 ， 触摸板 就 发热 了 ， 外接 鼠标 如果 需要 禁用 掉 触摸板 ， 需要 先装个 老版 的 ， 选择 “ 当 存在 USB 定点 装置 时 禁用 TOUCHPAD ” ， 然后 再装 新版 的 才 行 ， 直接 装 新版 ， 没有 这个 选项 ！,0
